[2025-07-21 21:24:36,351] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[2025-07-21 21:24:36,351] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2025-07-21 21:24:39,760] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2025-07-21 21:24:39,764] 107 dagshub - INFO - Accessing as Abhinaytechie
[2025-07-21 21:24:40,150] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Abhinaytechie/network-security "HTTP/1.1 200 OK"
[2025-07-21 21:24:40,502] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2025-07-21 21:24:40,504] 107 dagshub - INFO - Initialized MLflow to track repo "Abhinaytechie/network-security"
[2025-07-21 21:24:40,515] 107 dagshub - INFO - Repository Abhinaytechie/network-security initialized!
[2025-07-21 21:24:56,780] 40 root - INFO - Start data Ingestion
[2025-07-21 21:24:58,566] 58 root - INFO - Performed train test split on the dataframe
[2025-07-21 21:24:58,567] 60 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-07-21 21:24:58,567] 68 root - INFO - Exporting train and test file path.
[2025-07-21 21:24:58,610] 77 root - INFO - Exported train and test file path.
[2025-07-21 21:24:58,610] 43 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts\\07_21_2025_21_24_36\\data_ingestion\\ingested\\train.csv', test_file_path='Artifacts\\07_21_2025_21_24_36\\data_ingestion\\ingested\\test.csv')
[2025-07-21 21:24:58,615] 56 root - INFO - Initiate the data Validation
[2025-07-21 21:24:58,630] 33 root - INFO - Reuired number of columns:2
[2025-07-21 21:24:58,630] 34 root - INFO - Data frame has columns:31
[2025-07-21 21:24:58,630] 33 root - INFO - Reuired number of columns:2
[2025-07-21 21:24:58,630] 34 root - INFO - Data frame has columns:31
[2025-07-21 21:24:58,743] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-07-21 21:24:58,743] 65 root - INFO - Starting data transformation
[2025-07-21 21:24:58,761] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-07-21 21:24:58,761] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-07-21 21:24:58,781] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-07-21 21:24:58,783] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-07-21 21:24:58,783] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-07-21 21:24:58,785] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-07-21 21:28:43,394] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-07-21 21:28:43,395] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-07-21 21:28:43,395] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-07-21 21:28:43,402] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-07-21 21:28:43,402] 136 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_21_2025_21_24_36\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911970049580088, precision_score=0.9876991328896955, recall_score=0.9947197400487409), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9758064516129032, precision_score=0.9703287890938251, recall_score=0.981346309813463))
